user,text
josephneilsen, You are supposed to represent EVERYONE in America. Not just certain kinds. You are a fraud and a d… https://t.co/IQsogViUql
MyTruthHurts26, https://t.co/kHvmunVWz3
djdacoop, Enough of this hate ban Trump from Twitter!! Can I get a Amen
TriviaAi, https://t.co/P7xYBYarfD
slons1046, This is a kid’s splash pad in the neighborhood of @Cabbagetowner in downtown Toronto. Cabbagetown… https://t.co/RgcwRXNMfZ
iTebowCHI, I’m sure those Evangelical Christian base will *love* this ... its SO Christ-like. As He always sa… https://t.co/izL82mIX5w
5WALSH4, You are are not PRESIDENTIAL. It is the American Dream to own a home. Our families fought in our w… https://t.co/QdesHgzh0D
SweetLisaRose, Thank you for all you've done to protect Americans from these evil forces right now. It's a spirit… https://t.co/a5IRVSMuRE
_ssanders, I love my low-income neighbors though. Wealth doesn’t equate friendliness.
TravelingAthei1, And a piss poor human by every measure. Do you really wonder why no one can stand you? https://t.co/TQdoHkjGxY
aharmon1973, You have got to be fucking kidding me.
haeugene, This is you: https://t.co/0H7yBCsWaZ
FrancisLevante1," Its 1:30 pm, and we have 525 dead souls, and this fool is running his mouth."
Sublimedad, Didn’t your family get sued for something like this?
acanning05, Your racism is showing.
KRISHNA28068571, Love from india  .. Help is in kashmir issue ??  Lots of ?? ??
mutedbymost, So poor people will have to move into one of Jared Kushner's slum buildings?
foldiefoldie," His, Bigot!!!"
dougRESISTance, ?????????????????? https://t.co/BcUG3BDwOO
faithshook8, @WhiteHouse His poll numbers keep dropping.
JfWiegel, Back to the ghettos? Maybe fix the unemployment and there won’t have to be any low income housing? https://t.co/ZlIT976KhK
thecamillemonae," Meanwhile,  my mom's community is being pushed out by high taxes due to gentrification by suburban… https://t.co/p42guwTNu3"
audiomagnate, I live in a 99+% affluent white suburb north of Atlanta. On my 21 mile bike ride this morning I sa… https://t.co/raYPWCDaY5
MBA_SF," Why is anyone surprised by this tweet?  Trump going full bore racist, division, and class warfare… https://t.co/9XJ52yaPvP"
ChelleRuns, You know what?  You can fuck right off.
lisa_lbrayer360, I see you have paid your monthly dues to the Klan.
hardycook," Unfortunately, this pure racist remark will resonate positively with a lot of Karen’s."
swheeler2, This is so wrong. Probably illegal too.
BigChungus888, https://t.co/BcfJCZQIOC
lthomas2689, You do not know what you are talking about.
TroyMitts," Yeah, I’m pretty sure this is illegal, but you are a criminal so..."
Eugene223456, everebody who blame Trump for being racist relocate to South Chicago https://t.co/U9gdNTa9Ie
BL352, This man just said “im happy to tell y’all that niggas and Mexicans won’t be in the neighborhood a… https://t.co/QrCdn7Ugn6
Jardg12, Thank you. People work hard to move up in the world only to have the democrats bring the slums int… https://t.co/S99AB22afl
Vickiinmyhead, God forbid suburban Karen's having to pass by houses not in their price bracket on their way to the dress barn
James74466889, The man said nothing about african americans just low income in general. Assuming he MEANT african… https://t.co/btWttQBltt
OzzyMerc, What the hell? Isn’t this redlining on a federal level? I’m sure this has been argued before the S… https://t.co/X5y47pozmB
JeffGosselin3, Disgusting.
Jamoy4, I voted for you and I have to tell you.????#GOJOE2020 ????
AreYouK33500741, I live in the burbs and have no idea what you’re talking about. Suburban Lifestyle Dream is not a… https://t.co/jKmvYJiF1t
MeighanDwayne, This tweet is brought to you by the Chevy™ Suburban®.  Like a Rock.© https://t.co/QxdcXfKeBM
superwoman428, We have beautiful low income housing in my little town in PA. Everyone who lives there keeps it ni… https://t.co/rxghRY4cs3
RegTruman1, You need just stop tweeting and talking undermining experts in your administration.  The American… https://t.co/pnfYQiPAs0
Natralee, https://t.co/FkkOFfYa9h
Michele40025594," I consider myself low income,  I make 20,000 a year without overtime,   so even if I'm white I can… https://t.co/jBjeO4Fcnb"
jmfrantz, Could you be more racist?! Oh yeah you can...here we go! #RacistInChief
amyrocks90, #TrumpIsARacist !!!!??????
AmytownUSA," Wow- this makes me sad. Sincerely, a white middle class suburbanite."
HaverfordRepub1, Thank you  for protecting our homes and neighborhoods from Democratic agendas.… https://t.co/61kvsMp3UG
Justinkuenzi1, You truly have no heart.  No compassion.  No dignity.  No competence.  No leadership capabilities.… https://t.co/mRJIli5q2N
GorleyJudy, You are a racist!
TheJohnADaniels, The racist dog whistling is too strong
mmmcmahon," This is vile but, fortunately, and a lot of other things you've done will be undone when Biden is elected in November"
ElaineDBradley4, No dog whistles anymore. Full on racism. Your sick!
Mamasake," So no one to take care of any basic services then.  Restaurant workers, teachers, gas station atte… https://t.co/fGTuh4OGSO"
CorneliaVDavies, Don't you have a job to do? What is you handicap today?
charlie_mas," In the middle of a housing crisis when more families are being evicted than ever before, Mr. Makes… https://t.co/rGLGmex9zF"
NoshSpiceNC, Smells kinda racist.
HappyKewlGuy, Racist false bullshit from an evil #WhiteSupremacist #TrumpKKK #TrumpNazi
ShastaTemple, Can’t be shocked anymore by anything spewing from his mouth been a racist pos..thi… https://t.co/WzOEyhHfXL
DavidSPrice1, Thank you sir
morrill_beckman, @DMey12 gOd BlEsS AmErIcA!
eveconsultant, You are proud of this??? YOU ARE SO RACIST!!!??
whitney_calkins, The Racist on choef speaks again!!! Barf!!!
GlenColton, Each city should have local control over their zoning policies
SCee57," The white people won't be bothered, you mean, amirite?"
JustMiss8, Holy fuck. Are you serious???
SquirtGG, Diverse neighborhoods are healthier for everyone. Fool.
HannasLynne, https://t.co/PTkZzPi1r0
volcelation," Cone on, let him tweet it. We need that raw shit"
semifluent, So many suburban people have had their dream turn into a nightmare during your reign of terror. I… https://t.co/IbU5V9zBp0
LauraBensonRN, https://t.co/qWCa8dZqU4
PhoenixTennis1, Could you sound any more racist?
audubon3514," What he wanted to say: I’m doing all I can to make it feel like 1955 again, when people of color l… https://t.co/Qgs9nFK4Kf"
plato1066, Oh just say it. You’re promoting segregation. We know you‘re a racist.
DemocracyStan, https://t.co/ZbGaLFGL9f
Jamieross11jr, President for those left behind aye
buddychrist82AD, Are you going to stop Gentrification as well?
ccie2711, So basically your whole campaign is going to be “End Urban Sprawl”....  You will definitely get th… https://t.co/FlSxCk53sD
Ammobunkerdean, look.  White racist man says racist thing out loud..
BrianJRW, Hell yeah!   Thank you Mr. President!
savannahpeace, YOUR RACIST dog whistle has become a BLOW-HORN ????????
redheadbf, Your evil actions won’t stand well when you stand before God.  I can’t comprehend all your ungodly… https://t.co/HWsAYY9EIw
Peter_D_Carter," Lost a ton of money in your ""reform"" of mortgage interest deduction. Not inclined to believe you now."
juliann3321, Just temporary as you are.
JeannetteBon, So racist... sad...
Moore1766, So what you are saying is you are wanting to get rid of the suburbs?
isaac02256029, Low income is your double speak for minorities. You don’t want minority housing in the suburbs you… https://t.co/fFSPDytfx1
Silvia_Brognara," Fossi in te, tirerei proprio su un muro... anzi no, un fossato tutto attorno, con i coccodrilli ed i piranha ???????"
LisanDonnie, Imagine the biggest criminal of all saying crime will go down in suburbs if there is no low income… https://t.co/UKn13OW4T0
missionmidnight, #FlushTheTurdNov3rd #ByeDon2020
MatthewDicks," You’re a disgusting, racist, incompetent human being who somehow managed to find new lows every da… https://t.co/GZrFuSjkdC"
SDargitz," Hey, remember when Russia paid bounties on American soldiers and you refused to do anything about… https://t.co/4WSEgjaVwB"
DrAstroZoom, #racistPOTUS
bluedaydawning, Racist much?
BrianDHalligan," How are you still here, the syphilis is clearly eating your brain."
AmercnApplePie, YOU ARE A RACIST. THIS IS DISGUSTING.
tx_outsider," Wow, you're just putting your racism into policy."
got_rued, The bigotry of low expectations is strong in the comments. Lefties have no idea how racist they re… https://t.co/9WILgrLEZ9
Katydid303, FUCK YOU and ALL YOUR REPUBLICAN SYCOPHANTS ??
Liberalyogi, I'm a suburban Mom and I'll be voting for @JoeBiden #RacistInChief
DogMama04, #RacistInChief #AmericaOrTrump
kay_vandenberg, GO AWAY! NOBODY LIKES YOU AND YOU RUIN EVERYTHING!
Frankvdb711, So you’re just catering to the upper middle class and the rich?? I thought a president  cared for… https://t.co/FcwpgKQzST
g_j_clark," This can’t be real, can it?"
TimCondit, Doctors prescribe LiveAndLetLivia (tm) for chronic racism not controlled with other treatments. Gi… https://t.co/EDf7LoHeXB
SuperDuperSJW," Very fine people on both sides, but the poor ones shouldn't bother you. https://t.co/cIGigIg0Nq"
mamaoclo," Blablabla, no plan, no solutions, nothing.. Btw: what about your health? Everything ok? What about… https://t.co/VPy5mLeJo3"
FrannyWild, I might remind DJT that my dad bought our house on the GI Bill for $100 down in 1954. Was that low… https://t.co/A1EKba9bL2
JRLAW21, Only racist people when they hear low income immediately equate black and brown people!
therealjarenz, ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????… https://t.co/hL6WFr6Tpi
atliberalandold, Why do you hate poor people? You have no soul.
trace0304, Nobody Likes You
1969jdr, Idiot. Nothing to be proud of ????
BarrisLaurs, Please be quiet
shaun102715, There really couldn’t be a more unambiguous way he could say that he despises poor people
eazyearl84, What about gentrification of lower income neighborhoods? This actually pushes In a lot lower incom… https://t.co/Sa4WR3IkJB
mjamesb320, Wow you’re gross.
kornheiserfan, This isn’t even subtle
Andysmoans, Complete loon ball... https://t.co/LUiExXsfKm
Mom2Angelz723, Your racism is showing......
detroit_rachel, https://t.co/zfJ2DRWkte
RMarshall1972, Having affordable housing doesn't 'bother or financially hurt' me.  You're grotesque.  Truly.
CynthiaADees2, BS
SusanWr04361914, Dog whistle! Racist!
tyrichmond02115, didn't our very own government fine and reprimand our racist leader and his racist daddy fred for… https://t.co/Pwy354lioG
sirtomothyjr," You can’t put a price tag on decency and respect. These are American traits, which you know nothin… https://t.co/2PCnOMrVDK"
GroyperMagic," @TheNuclearJT A move that doesn’t pander to blacks, nice."
DARKANGELPROD, #SoylentGreen !
LindaHa37609334, Racist going to be Racist.
Geeewizzzzzz, RACIST!
JeffDafler, I do not understand how people of faith can support a man who does things like this. You don't hav… https://t.co/0QagXp1dRo
LindaKay313," Well, I don’t think this will get you any votes.  Women are stll not going to vote for you."
narutoroland, donald happy bbudapest  live americans and groot..
tullianum, NIMBY JESUS HAS SPOKEN!
MattDillonNC, WTF is wrong with you?
MMMendoza11, What is wrong with you?
Tacos4tacos, Promoting racism to distract from the fact that you are a coward that will not stand up to Putin. #NobodyLikesTrump
PistThug, Bullshit. Showing your true colors with this tweet.
Bertina56941901, Fair Housing meeting... https://t.co/rGh6RMAWdJ
317, Thanks Stephen Miller.
BiggDook, A president that isn’t for all the people. So sad very sad. Basically he doesn’t want black or brown living in the suburbs.
Emilykehler3, So what you’re implying is suburbanites are better than pp in low income housing!! That’s 100% rac… https://t.co/8Tlb5caDE9
Dex39886791, Why don't you just have a special re-release party at the White House of the movie birth of a nati… https://t.co/lxI9FVjI8A
SlyStu2012, #TrumpIsARacist
BFBJSC," Really, like really??? What in the actual fuck"
squzzer, you can't undue state laws around this
jenniferpherris, https://t.co/NCfjRnzGWr
x_estrella1_x, https://t.co/kOek0hP9qb
iamheathermac, https://t.co/ULjYyFczOA
Jasta1985, https://t.co/AMMjKmnUYC
CThrustmaster, Not your mandate.
pinupprincess05, “I am happy to inform you that low income people will not be able to buy or rent a house in your n… https://t.co/Ebv9EOQUUd
SquirmyMacWormy, This is pretty blatantly illegal.
joey_starfire, He basically wants class separation lol trash
dddddansnyder, @POTUS This is some 1960s Fred Trump racist bullshit. Letting your daddy issues shape your policy huh??
AllenJewels2you, Thank You Sir!????????
west_rox, Low income or high income? Are they allowed into Trump's suburbs? https://t.co/o2rOvS23Y8
squallluis, You talk about building a new America but all you’ve done is deconstruct heard of progress. You’re a joke.
GregoryK2, https://t.co/fNUArhD0cV
Pematthews1273," Divide and conquer, right? You assume that everyone else is a sociopath like you."
